position,name,rating,reviewCount,category,priceLevel,address,phone,website,hours,latitude,longitude,plusCode,profileUrl,scrapedAt
13,Tintorería Max Culiacan II,3.8,,Servicio de lavandería,,P.º Niños Heroes 946 Oriente,,http://www.tintoreriasmax.com/,Cerrado,,,,https://www.google.com/maps/place/Tintorer%C3%ADa+Max+Culiacan+II/data=!4m7!3m6!1s0x86bcd1da5821c8ef:0xad8f58222d78e497!8m2!3d24.8167721!4d-107.3814182!16s%2Fg%2F1thx4h9t!19sChIJ78ghWNrRvIYRl-R4LSJYj60?authuser=0&hl=es&rclk=1,2026-01-11T22:19:55.596Z
14,Ito's Culiacán,4.2,,Tintorería,,Calle Universitarios Ote. 264,667 688 2680,https://www.facebook.com/itostintoreria/,· Cierra a las 7 p.m.,,,,https://www.google.com/maps/place/Ito%27s+Culiac%C3%A1n/data=!4m7!3m6!1s0x86bcdb941a04f709:0x272984da84bbca4a!8m2!3d24.8313166!4d-107.3901731!16s%2Fg%2F11h0rm0d66!19sChIJCfcEGpTbvIYRSsq7hNqEKSc?authuser=0&hl=es&rclk=1,2026-01-11T22:19:55.596Z
15,Klinko Culiacán,5,,Lavandería de autoservicio,,Calle Universitarios Ote. 264,667 688 2680,https://klinko.com.mx/klinko-culiacan/,· Cierra a las 9 p.m.,,,,https://www.google.com/maps/place/Klinko+Culiac%C3%A1n/data=!4m7!3m6!1s0x86bcdbcf95806db7:0x24b2b679bf273cc8!8m2!3d24.8313848!4d-107.3901523!16s%2Fg%2F11xtzh02_h!19sChIJt22Alc_bvIYRyDwnv3m2siQ?authuser=0&hl=es&rclk=1,2026-01-11T22:19:55.596Z
16,Tintorería Pretty Clean - Tres Rios,4.3,,Tintorería,,"Retorno José, Diego Valadés Ríos 1517 OTE-Local 2",667 223 3742,,Cerrado,,,,https://www.google.com/maps/place/Tintorer%C3%ADa+Pretty+Clean+-+Tres+Rios/data=!4m7!3m6!1s0x86bcd939cc8c7611:0x5580223619ddb728!8m2!3d24.8213246!4d-107.3814514!16s%2Fg%2F11vqhsq585!19sChIJEXaMzDnZvIYRKLfdGTYigFU?authuser=0&hl=es&rclk=1,2026-01-11T22:19:55.596Z
17,Central De Lavado,,,No hay reseñas,,Blvrd Sinaloa 669(3,,,,,,,https://www.google.com/maps/place/Central+De+Lavado/data=!4m7!3m6!1s0x86bcd74a8ac7aed3:0xe67ded608591aea1!8m2!3d24.8116355!4d-107.3738897!16s%2Fg%2F11ghtghxy6!19sChIJ067HikrXvIYRoa6RhWDtfeY?authuser=0&hl=es&rclk=1,2026-01-11T22:19:55.596Z
18,Plancha Miss Tela's,,,No hay reseñas,,"Blvrd Sinaloa, Las Quintas",667 154 4706,,Cerrado,,,,https://www.google.com/maps/place/Plancha+Miss+Tela%27s/data=!4m7!3m6!1s0x86bcd7576a131f93:0xb4e6ecd5c9da544a!8m2!3d24.813239!4d-107.3742704!16s%2Fg%2F11w55vg00s!19sChIJkx8TalfXvIYRSlTaydXs5rQ?authuser=0&hl=es&rclk=1,2026-01-11T22:19:55.596Z
19,Tintorería Del Noroeste,,,No hay reseñas,,"Gran Avenida El Dorado, Las Quintas",,,,,,,https://www.google.com/maps/place/Tintorer%C3%ADa+Del+Noroeste/data=!4m7!3m6!1s0x86bcd75928892fdf:0xf731a47bdcea4f!8m2!3d24.8151874!4d-107.3678217!16s%2Fg%2F11gfn42_dy!19sChIJ3y-JKFnXvIYRT-rce6Qx9wA?authuser=0&hl=es&rclk=1,2026-01-11T22:19:55.596Z
20,AquaMatic Lavanderías Colegio Militar,4.6,,Servicio de lavandería,,Heroico Colegio Militar 1750,667 283 1693,http://www.aquamatic.com.mx/,· Cierra a las 10:30 p.m.,,,,https://www.google.com/maps/place/AquaMatic+Lavander%C3%ADas+Colegio+Militar/data=!4m7!3m6!1s0x86bcd767f5396e2f:0x5e945256b2704125!8m2!3d24.7851781!4d-107.3703551!16s%2Fg%2F11pkbs1zbw!19sChIJL2459WfXvIYRJUFwslZSlF4?authuser=0&hl=es&rclk=1,2026-01-11T22:19:55.596Z
21,Titoreria La Familiar,5,,Tintorería,,Blvrd Dr Mora 1702A,667 690 7359,,,,,,https://www.google.com/maps/place/Titoreria+La+Familiar/data=!4m7!3m6!1s0x86bcd758d738e3f7:0xe76d9307491060ff!8m2!3d24.8156754!4d-107.3677834!16s%2Fg%2F11dym3q44n!19sChIJ9-M411jXvIYR_2AQSQeTbec?authuser=0&hl=es&rclk=1,2026-01-11T22:19:55.596Z
22,AMAZONIA SELFCARE,5,,Spa y gimnasio,,"Blvrd Sinaloa, Las Quintas",667 309 0251,,Cerrado,,,,https://www.google.com/maps/place/AMAZONIA+SELFCARE/data=!4m7!3m6!1s0x86bcd750af52151f:0x12ea1c4164804445!8m2!3d24.8111894!4d-107.373445!16s%2Fg%2F11vt7gp8zz!19sChIJHxVSr1DXvIYRRUSAZEEc6hI?authuser=0&hl=es&rclk=1,2026-01-11T22:19:55.596Z
23,Plancha Miss Tela's,,,No hay reseñas,,"Blvrd Sinaloa, Las Quintas",667 154 4706,,Cerrado,,,,https://www.google.com/maps/place/Plancha+Miss+Tela%27s/data=!4m7!3m6!1s0x86bcd7576a131f93:0xb4e6ecd5c9da544a!8m2!3d24.813239!4d-107.3742704!16s%2Fg%2F11w55vg00s!19sChIJkx8TalfXvIYRSlTaydXs5rQ?authuser=0&hl=es&rclk=1,2026-01-11T22:19:55.596Z
24,Lavanderia la burbuja,3.8,,Lavandería,,Av. Teniente Juan de la Barrera Nte. 2057,667 481 8986,,· Cierra a las 6 p.m.,,,,https://www.google.com/maps/place/Lavanderia+la+burbuja/data=!4m7!3m6!1s0x86bcdbce08c0d3b9:0xe8d85091aa1b3005!8m2!3d24.8275787!4d-107.3919022!16s%2Fg%2F11h91_pvkc!19sChIJudPACM7bvIYRBTAbqpFQ2Og?authuser=0&hl=es&rclk=1,2026-01-11T22:19:55.596Z
25,"Master Clean Lavandería, Planchaduría y Tintorería",5,,Lavandería,,Blvrd Dr Mora 1884,667 203 8270,,,,,,"https://www.google.com/maps/place/Master+Clean+Lavander%C3%ADa,+Planchadur%C3%ADa+y+Tintorer%C3%ADa/data=!4m7!3m6!1s0x86bcd7296adf5f5b:0xf031a972a2d18e44!8m2!3d24.8156882!4d-107.3641329!16s%2Fg%2F11hz9d0myp!19sChIJW1_fainXvIYRRI7RonKpMfA?authuser=0&hl=es&rclk=1",2026-01-11T22:19:55.596Z
26,Planchamax,5,,Tintorería,,Estatuto Jurídico 1369,,,,,,,https://www.google.com/maps/place/Planchamax/data=!4m7!3m6!1s0x86bcda01cc8d172d:0x6aedfe46d24ba48a!8m2!3d24.8190865!4d-107.3859303!16s%2Fg%2F11y3ytfjd9!19sChIJLReNzAHavIYRiqRL0kb-7Wo?authuser=0&hl=es&rclk=1,2026-01-11T22:19:55.596Z
27,Like a New,5,,Lavandería,,C. 22 de Diciembre 879-Interior 3,667 482 7895,https://likeanew.godaddysites.com/,· Cierra a las 8 p.m.,,,,https://www.google.com/maps/place/Like+a+New/data=!4m7!3m6!1s0x86bcd74f67e51b69:0x6356f4d9f71fb9c8!8m2!3d24.7887804!4d-107.3828966!16s%2Fg%2F11y2hj1f7f!19sChIJaRvlZ0_XvIYRyLkf99n0VmM?authuser=0&hl=es&rclk=1,2026-01-11T22:19:55.596Z
28,Planchaduria angelito,5,,Servicio de lavandería,,Estado de Puebla 1419,667 295 9134,,Cerrado,,,,https://www.google.com/maps/place/Planchaduria+angelito/data=!4m7!3m6!1s0x86bcd79b9988cec7:0xe4be4128e6cac634!8m2!3d24.8152062!4d-107.3736847!16s%2Fg%2F11nyjq4srq!19sChIJx86ImZvXvIYRNMbK5ihBvuQ?authuser=0&hl=es&rclk=1,2026-01-11T22:19:55.596Z
29,Tintorería Pretty Clean - Las Quintas,4.5,,Tintorería,,Blvrd Sinaloa 1116-L-2,667 584 2586,,Cerrado,,,,https://www.google.com/maps/place/Tintorer%C3%ADa+Pretty+Clean+-+Las+Quintas/data=!4m7!3m6!1s0x86bcd9eefa0c0063:0x61b3afb5720a6919!8m2!3d24.818906!4d-107.3737568!16s%2Fg%2F11ld2bywnp!19sChIJYwAM-u7ZvIYRGWkKcrWvs2E?authuser=0&hl=es&rclk=1,2026-01-11T22:19:55.596Z
30,Lavanderia La Familiar,3,,Lavandería,,Av Revolución 610,,,,,,,https://www.google.com/maps/place/Lavanderia+La+Familiar/data=!4m7!3m6!1s0x86bcd75c65d13cad:0xac2b67e387c77dff!8m2!3d24.8104263!4d-107.3660384!16s%2Fg%2F1tfgpv7x!19sChIJrTzRZVzXvIYR_33Hh-NnK6w?authuser=0&hl=es&rclk=1,2026-01-11T22:19:55.596Z
31,Tintoreria y lavanderia los 3 Hnos,5,,Servicio de lavandería,,Calle Constitución 127,667 324 5809,,Cerrado,,,,https://www.google.com/maps/place/Tintoreria+y+lavanderia+los+3+Hnos/data=!4m7!3m6!1s0x86bcd1dfe605d363:0xc6f3ff417972ef4e!8m2!3d24.7994001!4d-107.3925023!16s%2Fg%2F11q2t78zt2!19sChIJY9MF5t_RvIYRTu9yeUH_88Y?authuser=0&hl=es&rclk=1,2026-01-11T22:19:55.596Z
32,Lavandería Trapitos,,,No hay reseñas,,Blvrd Dr Manuel Romero 598,667 100 0803,,Cerrado,,,,https://www.google.com/maps/place/Lavander%C3%ADa+Trapitos/data=!4m7!3m6!1s0x86bcd99fa92ea27b:0x9d91bf8a74596972!8m2!3d24.8183413!4d-107.3848262!16s%2Fg%2F11sc655s3x!19sChIJe6IuqZ_ZvIYRcmlZdIq_kZ0?authuser=0&hl=es&rclk=1,2026-01-11T22:19:55.596Z
33,AquaMatic Lavanderías Las Torres,4.5,,Lavandería de autoservicio,,Calz. de las Torres 2856,667 257 8709,https://www.aquamatic.com.mx/,· Cierra a las 10 p.m.,,,,https://www.google.com/maps/place/AquaMatic+Lavander%C3%ADas+Las+Torres/data=!4m7!3m6!1s0x86bcd10ad126224f:0x9575e51cf76346d6!8m2!3d24.7537505!4d-107.4199946!16s%2Fg%2F11j2ztqx_9!19sChIJTyIm0QrRvIYR1kZj9xzldZU?authuser=0&hl=es&rclk=1,2026-01-11T22:19:55.596Z
34,Bubba clean,5,,Lavandería de autoservicio,,"5,0","80065 Cancun 1494 local 3 olaza Bariloche, Fracc Musalá Isla Bonita",,Cerrado,,,,https://www.google.com/maps/place/Bubba+clean/data=!4m7!3m6!1s0x86bcd9a8b83812f5:0x1206f2517f52a6df!8m2!3d24.82342!4d-107.3689067!16s%2Fg%2F11h6d6149n!19sChIJ9RI4uKjZvIYR36ZSf1HyBhI?authuser=0&hl=es&rclk=1,2026-01-11T22:19:55.596Z
35,Lavanderia maxi clean express,3,,Lavandería,,"Col. Guadalupe #222 Ote. Blvar Ciudades Hermanas, Blvd. Ciudades Hermanas 222",,,Cerrado,,,,https://www.google.com/maps/place/Lavanderia+maxi+clean+express/data=!4m7!3m6!1s0x86bcd0b5823210c3:0x73a56663fe88dc62!8m2!3d24.7930206!4d-107.3893215!16s%2Fg%2F11g6pgvz01!19sChIJwxAygrXQvIYRYtyI_mNmpXM?authuser=0&hl=es&rclk=1,2026-01-11T22:19:55.596Z
36,LAVANDERIA GASA,5,,Lavandería,,Av Revolución 177,667 531 8985,,Cerrado,,,,https://www.google.com/maps/place/LAVANDERIA+GASA/data=!4m7!3m6!1s0x86bcd7005f1d50f7:0x5d07acec0bef1fb5!8m2!3d24.8004203!4d-107.3659877!16s%2Fg%2F11x13pxz0r!19sChIJ91AdXwDXvIYRtR_vC-ysB10?authuser=0&hl=es&rclk=1,2026-01-11T22:19:55.596Z
37,Tintorería y Lavanderia La Familiar Sanalona,1,,Servicio de lavandería,,Blvd. Francisco I. Madero 1860,667 531 0680,,Cerrado,,,,https://www.google.com/maps/place/Tintorer%C3%ADa+y+Lavanderia+La+Familiar+Sanalona/data=!4m7!3m6!1s0x86bcd74d5db63485:0x990b6ab20662d2e1!8m2!3d24.8021125!4d-107.3698456!16s%2Fg%2F11thcdlw5g!19sChIJhTS2XU3XvIYR4dJiBrJqC5k?authuser=0&hl=es&rclk=1,2026-01-11T22:19:55.596Z
38,Tintorería Pretty Clean - Tres Rios,4.3,,Tintorería,,"Retorno José, Diego Valadés Ríos 1517 OTE-Local 2",667 223 3742,,Cerrado,,,,https://www.google.com/maps/place/Tintorer%C3%ADa+Pretty+Clean+-+Tres+Rios/data=!4m7!3m6!1s0x86bcd939cc8c7611:0x5580223619ddb728!8m2!3d24.8213246!4d-107.3814514!16s%2Fg%2F11vqhsq585!19sChIJEXaMzDnZvIYRKLfdGTYigFU?authuser=0&hl=es&rclk=1,2026-01-11T22:19:55.596Z
39,Casa de Pic,,,No hay reseñas,,Cecilia Zadi y o Séptima 817,,,,,,,https://www.google.com/maps/place/Casa+de+Pic/data=!4m7!3m6!1s0x86bcd7002ddaf555:0x9f4d1bbc70367eab!8m2!3d24.8091541!4d-107.3690545!16s%2Fg%2F11ybzlvhgl!19sChIJVfXaLQDXvIYRq342cLwbTZ8?authuser=0&hl=es&rclk=1,2026-01-11T22:19:55.597Z
40,Lava Express,4.3,,Lavandería,,Av. Teófilo Noris 245,667 716 1987,,,,,,https://www.google.com/maps/place/Lava+Express/data=!4m7!3m6!1s0x86bcd0bb484a43a9:0xa98e0d47bd307ee8!8m2!3d24.8021994!4d-107.4012374!16s%2Fg%2F1tptr13j!19sChIJqUNKSLvQvIYR6H4wvUcNjqk?authuser=0&hl=es&rclk=1,2026-01-11T22:19:55.597Z
41,Lavanderia maxi clean express,3,,Lavandería,,"Col. Guadalupe #222 Ote. Blvar Ciudades Hermanas, Blvd. Ciudades Hermanas 222",,,Cerrado,,,,https://www.google.com/maps/place/Lavanderia+maxi+clean+express/data=!4m7!3m6!1s0x86bcd0b5823210c3:0x73a56663fe88dc62!8m2!3d24.7930206!4d-107.3893215!16s%2Fg%2F11g6pgvz01!19sChIJwxAygrXQvIYRYtyI_mNmpXM?authuser=0&hl=es&rclk=1,2026-01-11T22:19:55.597Z
42,El Planchazo Planchaduria,,,No hay reseñas,,Del Guamuchil 1785,,,,,,,https://www.google.com/maps/place/El+Planchazo+Planchaduria/data=!4m7!3m6!1s0x86bcd75f4a2a8713:0x554bbcc98fa28bc4!8m2!3d24.8171159!4d-107.3667755!16s%2Fg%2F11w1q3sll6!19sChIJE4cqSl_XvIYRxIuij8m8S1U?authuser=0&hl=es&rclk=1,2026-01-11T22:19:55.597Z
43,Lavandería y Planchado Lupita,4.5,,Lavandería,,C. Monte Casino 2730,,,Abierto las 24 horas,,,,https://www.google.com/maps/place/Lavander%C3%ADa+y+Planchado+Lupita/data=!4m7!3m6!1s0x86bcd7afb7be1743:0xc50d4d5036ae653a!8m2!3d24.7829412!4d-107.3842298!16s%2Fg%2F11t9rgx0bq!19sChIJQxe-t6_XvIYROmWuNlBNDcU?authuser=0&hl=es&rclk=1,2026-01-11T22:19:55.597Z
44,Tintoreria y lavanderia los 3 Hnos,5,,Servicio de lavandería,,Calle Constitución 127,667 324 5809,,Cerrado,,,,https://www.google.com/maps/place/Tintoreria+y+lavanderia+los+3+Hnos/data=!4m7!3m6!1s0x86bcd1dfe605d363:0xc6f3ff417972ef4e!8m2!3d24.7994001!4d-107.3925023!16s%2Fg%2F11q2t78zt2!19sChIJY9MF5t_RvIYRTu9yeUH_88Y?authuser=0&hl=es&rclk=1,2026-01-11T22:19:55.597Z
45,LA PLANCHADURIA,,,No hay reseñas,,Gran Avenida El Dorado 1632,,,,,,,https://www.google.com/maps/place/LA+PLANCHADURIA/data=!4m7!3m6!1s0x86bcd9e284053edd:0xaa613d516b93f375!8m2!3d24.8183372!4d-107.3705089!16s%2Fg%2F11y3ytc_nf!19sChIJ3T4FhOLZvIYRdfOTa1E9Yao?authuser=0&hl=es&rclk=1,2026-01-11T22:19:55.597Z
