position,name,rating,reviewCount,category,priceLevel,address,phone,website,hours,latitude,longitude,plusCode,profileUrl,scrapedAt
11,Farmacia Emergencias Suc. Las Quintas,3.8,,Farmacia,,"Blvrd Dr Mora 1692-6 Col, Las Quintas, 80060 Culiacán Rosales, Sin.",,https://farmaciaemergencias.com.mx/,,,,,"https://www.google.com/maps/place/Farmacia+Emergencias+Suc.+Las+Quintas/@24.8179159,-107.3994979,15z/data=!4m11!1m3!2m2!1sfarmacias+en+culiacan,+M%C3%A9xico!6e2!3m6!1s0x86bcd74c9ea6d5ff:0xc83f0cb800f77af0!8m2!3d24.8148322!4d-107.3681632!15sCh5mYXJtYWNpYXMgZW4gY3VsaWFjYW4sIE3DqXhpY29aHyIdZmFybWFjaWFzIGVuIGN1bGlhY2FuIG3DqXhpY2-SAQhwaGFybWFjeeABAA!16s%2Fg%2F11hs9lbt1r?entry=ttu&g_ep=EgoyMDI2MDEwNy4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",2026-01-12T17:26:45.641Z
12,Farmacia Emergencias Suc Sinaloa,,,Farmacia,,"Blvrd Dr Mora 844, Las Quintas, 80060 Culiacán Rosales, Sin.",,,,,,,"https://www.google.com/maps/place/Farmacia+Emergencias+Suc+Sinaloa/@24.8148322,-107.3872176,15z/data=!4m11!1m3!2m2!1sfarmacias+en+culiacan,+M%C3%A9xico!6e2!3m6!1s0x86bcd700473a915f:0xaf3eb5c31e040507!8m2!3d24.8142333!4d-107.3738996!15sCh5mYXJtYWNpYXMgZW4gY3VsaWFjYW4sIE3DqXhpY2-SAQhwaGFybWFjeeABAA!16s%2Fg%2F11wwhdz876?entry=ttu&g_ep=EgoyMDI2MDEwNy4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",2026-01-12T17:26:47.694Z
13,Farmacias Guadalajara Isla Musalá,4.1,,Farmacia,,"Blvd. Isla Musalá 1447, Fracc Musalá Isla Bonita, Raquet Club, 80065 Culiacán Rosales, Sin.",,https://www.farmaciasguadalajara.com/,,,,,"https://www.google.com/maps/place/Farmacias+Guadalajara+Isla+Musal%C3%A1/@24.8148322,-107.3872176,15z/data=!4m11!1m3!2m2!1sfarmacias+en+culiacan,+M%C3%A9xico!6e2!3m6!1s0x86bcd9e37e2552d9:0xf205c548da5ce5b!8m2!3d24.8237052!4d-107.3703523!15sCh5mYXJtYWNpYXMgZW4gY3VsaWFjYW4sIE3DqXhpY29aHyIdZmFybWFjaWFzIGVuIGN1bGlhY2FuIG3DqXhpY2-SAQhwaGFybWFjeZoBRENpOURRVWxSUVVOdlpFTm9kSGxqUmpsdlQyeG9RMXBFU2t0VWJWWmFZbTFPTkU1Rk5XRmllVEUyWWpGYVFsUldSUkFC4AEA-gEECAAQHg!16s%2Fg%2F11g6ynwsrh?entry=ttu&g_ep=EgoyMDI2MDEwNy4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",2026-01-12T17:26:48.974Z
14,Farmacias Benavides,4.6,,Farmacia,,"Blvrd Pedro Anaya SN, Chapultepec, SFARMACIA BENAVIDES, 80040 Culiacán Rosales, Sin.",,https://www.benavides.com.mx/,,,,,"https://www.google.com/maps/place/Farmacias+Benavides/@24.8148322,-107.3872176,15z/data=!4m11!1m3!2m2!1sfarmacias+en+culiacan,+M%C3%A9xico!6e2!3m6!1s0x86bcda015f263773:0xf6b8fa1defe7503b!8m2!3d24.8214694!4d-107.389975!15sCh5mYXJtYWNpYXMgZW4gY3VsaWFjYW4sIE3DqXhpY29aHyIdZmFybWFjaWFzIGVuIGN1bGlhY2FuIG3DqXhpY2-SAQhwaGFybWFjeZoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VRdExVdHRjbE4zRUFF4AEA-gEECD4QLA!16s%2Fg%2F1tj1mz7n?entry=ttu&g_ep=EgoyMDI2MDEwNy4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",2026-01-12T17:26:50.322Z
15,Farmacia Guadalajara,4.3,,Farmacia,,"Blvrd Pedro Anaya 1805, Chapultepec, 80040 Culiacán Rosales, Sin.",,https://www.farmaciasguadalajara.com.mx/PaginaWebFragua/,,,,,"https://www.google.com/maps/place/Farmacia+Guadalajara/@24.8214694,-107.4090294,15z/data=!4m11!1m3!2m2!1sfarmacias+en+culiacan,+M%C3%A9xico!6e2!3m6!1s0x86bcda0372004675:0x61b1ad706641877b!8m2!3d24.8243221!4d-107.3905122!15sCh5mYXJtYWNpYXMgZW4gY3VsaWFjYW4sIE3DqXhpY29aHyIdZmFybWFjaWFzIGVuIGN1bGlhY2FuIG3DqXhpY2-SAQhwaGFybWFjeZoBRENpOURRVWxSUVVOdlpFTm9kSGxqUmpsdlQyMTRUR0l6UmpCWFZXUTBZbXhXVGxwSWNEUlRWRnBLWlZSYVUyRkdSUkFC4AEA-gEECAAQQA!16s%2Fg%2F1ttdyx13?entry=ttu&g_ep=EgoyMDI2MDEwNy4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",2026-01-12T17:26:51.951Z
16,Farmacia La Paz - Culiacán Venustiano Carranza,5,,Farmacia,,"C. Miguel Hidalgo Lote Oriente # 894-Local 2, Primer Cuadro, Colonia Centro, 80000 Culiacán Rosales, Sin.",,https://www.farmacialapaz.com.mx/,,,,,"https://www.google.com/maps/place/Farmacia+La+Paz+-+Culiac%C3%A1n+Venustiano+Carranza/@24.8214694,-107.4090294,15z/data=!4m11!1m3!2m2!1sfarmacias+en+culiacan,+M%C3%A9xico!6e2!3m6!1s0x86bcd75a63653c45:0x3fe5183c93681754!8m2!3d24.8097101!4d-107.3840953!15sCh5mYXJtYWNpYXMgZW4gY3VsaWFjYW4sIE3DqXhpY29aHyIdZmFybWFjaWFzIGVuIGN1bGlhY2FuIG3DqXhpY2-SAQhwaGFybWFjeZoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOT00wbDJVazkzRUFF4AEA-gEECAAQEg!16s%2Fg%2F11jk67hyl3?entry=ttu&g_ep=EgoyMDI2MDEwNy4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",2026-01-12T17:26:53.824Z
17,Farmacia cruz verde,4.1,,Farmacia,,"C. Josefa Ortiz de Domínguez 2604, Buena Vista, 80014 Culiacán Rosales, Sin.",,,,,,,"https://www.google.com/maps/place/Farmacia+cruz+verde/@24.8214694,-107.4090294,15z/data=!4m11!1m3!2m2!1sfarmacias+en+culiacan,+M%C3%A9xico!6e2!3m6!1s0x86bcd9f057e95873:0xc3d84f60bb5fc49b!8m2!3d24.8309762!4d-107.3760582!15sCh5mYXJtYWNpYXMgZW4gY3VsaWFjYW4sIE3DqXhpY29aHyIdZmFybWFjaWFzIGVuIGN1bGlhY2FuIG3DqXhpY2-SAQhwaGFybWFjeZoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOa2JDMTZNblpCUlJBQuABAPoBBAgAEEU!16s%2Fg%2F11c5xvk3d7?entry=ttu&g_ep=EgoyMDI2MDEwNy4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",2026-01-12T17:26:55.225Z
18,Farmacias ProntoAlivio,5,,Farmacia,,"Tamazula 2880-8, Fraccionamiento Amorada, 80014 Culiacán Rosales, Sin.",,,,,,,"https://www.google.com/maps/place/Farmacias+ProntoAlivio/@24.8309762,-107.3951126,15z/data=!4m11!1m3!2m2!1sfarmacias+en+culiacan,+M%C3%A9xico!6e2!3m6!1s0x86bcd983d66fc211:0x145d914fb4af7cb6!8m2!3d24.8310154!4d-107.3687592!15sCh5mYXJtYWNpYXMgZW4gY3VsaWFjYW4sIE3DqXhpY29aHyIdZmFybWFjaWFzIGVuIGN1bGlhY2FuIG3DqXhpY2-SAQhwaGFybWFjeeABAA!16s%2Fg%2F11krc582yl?entry=ttu&g_ep=EgoyMDI2MDEwNy4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",2026-01-12T17:26:57.211Z
19,Farmacias FarmaCon Buenavista Culiacan,4.6,,Farmacia,,"C. Josefa Ortiz de Domínguez 2063-Local 2 y 3, Buena Vista, 80014 Culiacán Rosales, Sin.",,https://www.yza.mx/,,,,,"https://www.google.com/maps/place/Farmacias+FarmaCon+Buenavista+Culiacan/@24.8309762,-107.3951126,15z/data=!4m11!1m3!2m2!1sfarmacias+en+culiacan,+M%C3%A9xico!6e2!3m6!1s0x86bcd9c4e72ee797:0x5dfc06fb53716fcb!8m2!3d24.8313739!4d-107.3756911!15sCh5mYXJtYWNpYXMgZW4gY3VsaWFjYW4sIE3DqXhpY29aHyIdZmFybWFjaWFzIGVuIGN1bGlhY2FuIG3DqXhpY2-SAQhwaGFybWFjeZoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSWE1HSmlkMWhCRUFF4AEA-gEECAAQPw!16s%2Fg%2F1tld0m60?entry=ttu&g_ep=EgoyMDI2MDEwNy4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",2026-01-12T17:26:59.052Z
20,Dermofarmacia,4.4,,Farmacia,,"Blvrd Gral Gabriel Leyva Solano 713, Primer Cuadro, 80000 Culiacán Rosales, Sin.",,,,,,,"https://www.google.com/maps/place/Dermofarmacia/@24.8309762,-107.3951126,15z/data=!4m11!1m3!2m2!1sfarmacias+en+culiacan,+M%C3%A9xico!6e2!3m6!1s0x86bcd0a49e8cbd79:0xdb6a1d43ab173a0d!8m2!3d24.8036886!4d-107.3863562!15sCh5mYXJtYWNpYXMgZW4gY3VsaWFjYW4sIE3DqXhpY29aHyIdZmFybWFjaWFzIGVuIGN1bGlhY2FuIG3DqXhpY2-SAQhwaGFybWFjeZoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSQmEyRk1PWFZSUlJBQuABAPoBBAgAEEU!16s%2Fg%2F1wf3914n?entry=ttu&g_ep=EgoyMDI2MDEwNy4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",2026-01-12T17:27:00.762Z
21,Farmacia Emergencias Suc. Rehabilitación,5,,Farmacia,,"Blvd. Francisco I. Madero 1169, Las Vegas, 80090 Culiacán Rosales, Sin.",,https://farmaciaemergencias.com.mx/,,,,,"https://www.google.com/maps/place/Farmacia+Emergencias+Suc.+Rehabilitaci%C3%B3n/@24.8036886,-107.4054106,15z/data=!4m11!1m3!2m2!1sfarmacias+en+culiacan,+M%C3%A9xico!6e2!3m6!1s0x86bcd753d7d99591:0xf43248ff015466fe!8m2!3d24.8055917!4d-107.3796225!15sCh5mYXJtYWNpYXMgZW4gY3VsaWFjYW4sIE3DqXhpY29aHyIdZmFybWFjaWFzIGVuIGN1bGlhY2FuIG3DqXhpY2-SAQhwaGFybWFjeeABAA!16s%2Fg%2F11kdqc3m10?entry=ttu&g_ep=EgoyMDI2MDEwNy4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",2026-01-12T17:27:02.175Z
22,Farmacias Farmacon Plaza Cinco,,,Farmacia,,"Blvd. Francisco Labastida Ochoa 550, Raquet Club, 80040 Culiacán Rosales, Sin.",,https://www.yza.mx/,,,,,"https://www.google.com/maps/place/Farmacias+Farmacon+Plaza+Cinco/@24.8036886,-107.4054106,15z/data=!4m11!1m3!2m2!1sfarmacias+en+culiacan,+M%C3%A9xico!6e2!3m6!1s0x86bcd1b54fdfc371:0xe51bfd99d4ba3a4f!8m2!3d24.8145873!4d-107.3889876!15sCh5mYXJtYWNpYXMgZW4gY3VsaWFjYW4sIE3DqXhpY2-SAQhwaGFybWFjeeABAA!16s%2Fg%2F11mktll125?entry=ttu&g_ep=EgoyMDI2MDEwNy4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",2026-01-12T17:27:03.924Z
